objectid,ctyua19cd,ctyua19nm,st_areasha,01/03/2020,02/03/2020,03/03/2020,04/03/2020,05/03/2020,06/03/2020,07/03/2020,08/03/2020,09/03/2020,10/03/2020,11/03/2020,12/03/2020,13/03/2020,14/03/2020,15/03/2020,16/03/2020,17/03/2020,18/03/2020,19/03/2020,20/03/2020,21/03/2020,22/03/2020,23/03/2020,24/03/2020,25/03/2020,26/03/2020,27/03/2020,28/03/2020,29/03/2020,30/03/2020,31/03/2020,01/04/2020,02/04/2020,03/04/2020,04/04/2020,05/04/2020,06/04/2020,07/04/2020,08/04/2020,09/04/2020,10/04/2020,11/04/2020,12/04/2020,13/04/2020,14/04/2020,15/04/2020,16/04/2020,17/04/2020,18/04/2020,19/04/2020,20/04/2020,21/04/2020,22/04/2020,23/04/2020,24/04/2020,25/04/2020,26/04/2020,27/04/2020,28/04/2020,29/04/2020,30/04/2020,01/05/2020,02/05/2020,03/05/2020,04/05/2020,05/05/2020,06/05/2020,07/05/2020,08/05/2020,09/05/2020,10/05/2020,11/05/2020,12/05/2020,13/05/2020,14/05/2020,15/05/2020,16/05/2020,17/05/2020,18/05/2020,19/05/2020,20/05/2020,21/05/2020,22/05/2020,23/05/2020,24/05/2020,25/05/2020,26/05/2020,27/05/2020,28/05/2020,29/05/2020,30/05/2020,31/05/2020,01/06/2020,02/06/2020,03/06/2020,04/06/2020,05/06/2020,06/06/2020,07/06/2020,08/06/2020,09/06/2020,10/06/2020,11/06/2020,12/06/2020,13/06/2020,14/06/2020,15/06/2020,16/06/2020,17/06/2020,18/06/2020,19/06/2020,20/06/2020,21/06/2020,22/06/2020,23/06/2020,24/06/2020,25/06/2020,26/06/2020,27/06/2020,28/06/2020,29/06/2020,30/06/2020,01/07/2020,02/07/2020,03/07/2020,04/07/2020,05/07/2020,06/07/2020,07/07/2020,08/07/2020,09/07/2020,10/07/2020,11/07/2020,12/07/2020,13/07/2020,14/07/2020,15/07/2020,16/07/2020,17/07/2020,18/07/2020,19/07/2020,20/07/2020,21/07/2020,22/07/2020,23/07/2020,24/07/2020,25/07/2020,26/07/2020,27/07/2020,28/07/2020,29/07/2020,30/07/2020,31/07/2020,01/08/2020,02/08/2020,03/08/2020,04/08/2020,05/08/2020,06/08/2020,07/08/2020,08/08/2020,09/08/2020,10/08/2020,11/08/2020,12/08/2020,13/08/2020,14/08/2020,15/08/2020,16/08/2020,17/08/2020,18/08/2020,19/08/2020,20/08/2020,21/08/2020,22/08/2020,23/08/2020,24/08/2020,25/08/2020,26/08/2020,27/08/2020,28/08/2020,29/08/2020,30/08/2020,31/08/2020,01/09/2020,02/09/2020,03/09/2020,04/09/2020,05/09/2020,06/09/2020,07/09/2020,08/09/2020,09/09/2020,10/09/2020,11/09/2020,12/09/2020,13/09/2020,14/09/2020,15/09/2020,16/09/2020,17/09/2020,18/09/2020,19/09/2020,20/09/2020,21/09/2020,22/09/2020,23/09/2020,24/09/2020,25/09/2020,26/09/2020,27/09/2020,28/09/2020,29/09/2020,30/09/2020,01/10/2020,02/10/2020,03/10/2020,04/10/2020,05/10/2020,06/10/2020,07/10/2020,08/10/2020,09/10/2020,10/10/2020,11/10/2020,12/10/2020,13/10/2020,14/10/2020,15/10/2020,16/10/2020,17/10/2020,18/10/2020,19/10/2020,20/10/2020,21/10/2020,22/10/2020,23/10/2020,24/10/2020,25/10/2020,26/10/2020,27/10/2020,28/10/2020,29/10/2020,30/10/2020,31/10/2020,01/11/2020,02/11/2020,03/11/2020,04/11/2020,05/11/2020,06/11/2020,07/11/2020,08/11/2020,09/11/2020,10/11/2020,11/11/2020,12/11/2020,13/11/2020,14/11/2020,15/11/2020,16/11/2020,17/11/2020,18/11/2020,19/11/2020,20/11/2020,21/11/2020,22/11/2020,Upper Tier Local Authority District code (2019),IMD - Average rank,IMD - Rank of average rank,IMD - Average score,IMD - Rank of average score,IMD - Proportion of LSOAs in most deprived 10% nationally,IMD - Rank of proportion of LSOAs in most deprived 10% nationally,IMD 2019 - Extent,IMD 2019 - Rank of extent,IMD 2019 - Local concentration,IMD 2019 - Rank of local concentration,Residents,Households,Dwellings,Household_Spaces,Aged_16plus,Aged_16_to_74,Employed_16_to_74,Household_Residents_16plus,Residents_3plus,Males,Females,Household_Resident,Communal_Resident,Age_0_to_19,Age_20_to_29,Age_30_to_44,Age_45_to_64,Age_65_to_84,Age_85plus,Mean_age,Median_age,White_British_and_Irish,White_other,Mixed,Indian,Pakistani,Bangladeshi,Chinese,Other_Asian,Black,Other_ethnicity,Christian,Other_religion,No_religion,Religion_not_stated,CoB_United_Kingdom,CoB_Ireland,CoB_EU_Member_pre_2001,CoB_EU_member_pre_2011,CoB_Other,Little_or_no_English,Single,Married_couple,Cohabiting_couple,Same_sex_couple,Legal_couple_living_apart,Separated,Divorced,Widowed,Lone_person,Couple_no_kids,Couple_dependent_kids,Lone_parent_dependent_children,All_fulltime_students,Other_household_type,Households_with_0_residents,Detached,Semidetached,Terraced,Flats,Caravan_or_other,Owned,Social_rented,Private_rented,Living_rent_free,Crowded_housing,Long_term_ill,Standardised_illness_ratio,Very_good_health,Good_health,Fair_health,Bad_health,Very_bad_health,Provides_unpaid_care,No_qualifications,GCSE,A_level,Degree_plus,Cars_0,Cars_1,Cars_2plus,Work_from_home,Public_Transport,Private_Transport,Other_Transport,Employee_Parttime,Employee_Fulltime,Self_employed,Unemployed,Fulltime_student,Retired,Student_Econ_Inactive,Looking_after_home_or_family,Longterm_sick_or_disabled,Economically_inactive_Other,Never_worked,Longterm_unemployed,Higher_manager_prof,Lower_manager_prof,Intermediate_occupations,Small_employer_self_employed,Lower_supervisory_technical,Semi_routine_occupations,Routine_occupations,Long_unemp_never_worked,Agriculture_forestry_and_fishing,Mining_and_quarrying,Manufacturing,Electricity_gas_air_conditioning,Water_and_waste,Construction,Motor_vehicles,Transport_and_storage,Accommodation_and_food_service,Information_and_communication,Financial_and_insurance,Real_estate,Scientific_and_technical,Administrative_and_support,Public_administration_and_defence,Education,Human_health_and_social_work
11,E06000011,East Riding of Yorkshire,2405193398,,,,,,,,,,2,2,2,4,0,0,2,1,1,2,0,0,2,5,2,6,3,3,3,10,12,15,9,7,12,13,10,20,20,20,9,22,6,16,17,27,26,21,13,13,23,33,22,23,30,42,38,39,44,43,50,54,46,20,26,20,28,22,19,14,16,10,41,25,30,28,23,23,22,24,20,14,30,16,8,10,47,13,17,14,15,8,5,8,4,7,4,6,7,6,11,13,10,9,3,12,8,5,18,9,9,5,2,1,6,4,0,0,4,2,0,2,2,2,3,2,1,0,4,0,2,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,3,0,0,3,1,1,0,0,0,1,2,0,1,1,0,0,1,6,2,3,2,1,1,0,1,3,8,3,4,1,1,6,1,0,2,2,3,1,4,6,9,6,6,4,0,14,8,21,13,4,6,7,6,10,9,13,11,18,12,21,12,21,20,20,27,19,48,35,34,40,40,42,44,64,56,78,57,55,57,38,82,64,81,97,87,88,59,142,135,152,137,124,123,74,169,144,159,174,152,135,147,255,214,228,197,240,242,192,307,261,223,227,197,151,113,200,189,146,139,109,80,2,E06000011,12095.08,124,15.605,122,0.0619,75,0.0891,109,29289.45,88,334179,143032,149854,149958,278333,245594,158757,271218,324485,163388,170791,326951,7228,55421,30852,60345,99476,62436,9019,49087.78422,51608,322217,5572,2301,1081,396,69,660,755,598,530,227343,3992,78296,24548,321312,772,2840,3065,6190,1250,49682,146603,30669,1971,2492,4669,16235,18897,39276,48512,35560,7702,35,19649,6926,51268,54026,29791,14435,438,108139,13028,19648,2217,877,63965,116746.7321,151003,116859,48307,13877,4133,37368,65035,95390,33672,72004,25200,62802,55030,9911,7430,117033,24383,37856,90761,24834,8795,6614,47790,9149,7849,7720,4226,1082,3392,25617,60547,36863,30525,22750,41420,33387,11707,4582,500,17707,1448,912,13219,25124,7417,8252,3464,3113,1781,7920,5579,12241,16998,21525
12,E06000012,North East Lincolnshire,192713991.9,,,,,,,,,,,,,,,,,,1,0,1,1,1,2,4,5,3,3,1,3,4,2,5,1,10,3,2,6,3,4,4,4,5,2,4,6,0,1,9,2,1,4,2,7,9,4,2,1,6,4,1,1,1,0,0,1,2,1,1,1,1,4,2,0,0,1,1,1,1,0,2,0,1,1,1,2,0,1,2,2,1,1,1,0,0,2,0,3,1,1,0,0,4,5,1,2,1,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,2,0,1,0,1,0,1,1,0,0,2,0,0,0,0,0,1,2,3,1,2,1,0,1,0,3,1,0,1,0,2,1,1,0,2,0,0,1,0,3,5,3,1,2,2,2,5,0,0,2,2,1,2,1,3,5,1,6,9,3,6,4,5,7,6,11,16,4,17,25,15,18,27,44,35,42,36,39,29,55,69,70,52,42,54,41,106,79,88,90,96,59,47,141,87,114,115,132,100,105,261,154,125,157,117,99,117,178,117,128,121,101,85,77,139,102,92,94,80,38,0,E06000012,20177.27,51,31.335,25,0.3019,15,0.3858,28,32690.91,4,159616,69707,72520,72560,129377,115823,70776,127574,153508,78247,81369,157786,1830,29540,20508,29802,42513,24546,3741,21970.83201,22343,152654,2767,1186,513,195,268,605,548,411,469,96836,2820,48476,11484,152643,347,1164,1923,3539,882,30291,56628,16918,993,1230,2672,10041,8801,21793,18695,18464,6071,31,10724,2853,15003,23782,24009,9668,98,46283,10091,12627,706,598,31120,58763.13723,70242,55935,23779,7507,2153,15993,38209,49821,13998,20970,21481,30338,17888,1912,5263,50817,12784,19086,42039,7484,7486,3132,18018,4825,5635,5612,2506,1118,3143,6310,20795,14080,9628,13852,26276,21585,9121,362,240,11045,519,387,5848,13435,5532,3808,748,942,669,2430,3044,3431,6243,9309
13,E06000013,North Lincolnshire,846514605.4,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1,3,3,2,2,6,3,7,8,4,13,4,0,7,5,10,17,3,16,8,7,16,17,12,19,12,7,18,14,18,23,22,7,24,11,20,18,23,23,18,13,7,17,12,9,5,4,4,15,15,15,7,11,10,7,10,6,5,8,5,3,6,8,4,6,5,6,1,1,3,2,3,4,2,0,0,1,0,1,0,0,2,0,2,2,2,0,0,2,0,0,3,1,1,1,0,0,2,1,0,0,1,1,2,0,1,1,1,0,0,0,1,1,0,2,2,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,2,1,0,0,2,1,1,3,2,2,0,1,2,3,1,1,1,4,0,3,4,2,3,2,4,5,16,7,5,6,5,1,4,2,2,9,9,9,14,7,11,7,10,13,14,10,12,11,17,26,26,23,22,41,36,33,44,35,28,21,53,37,35,42,31,36,45,61,70,32,63,55,29,41,55,82,62,63,69,47,66,102,100,90,82,94,67,79,139,131,118,121,115,88,109,123,117,101,62,81,41,0,E06000013,17200.38,79,22.096,79,0.1089,58,0.2043,71,30774.98,64,167446,70684,73628,73651,136105,122329,78101,134555,161339,82623,84823,165871,1575,29987,19491,31667,46885,26275,3764,22115.40927,22810.5,155253,5495,1244,1122,862,1443,530,592,494,411,110554,4853,40176,11863,156487,618,1704,4059,4578,2041,27302,66318,17461,1140,1456,2502,9278,9098,19420,21371,18585,4599,4,11304,2967,24793,30385,10823,7093,557,49316,10895,9477,996,716,32279,57441.29374,73234,59883,24667,7593,2069,18157,35633,50930,15917,26583,14617,30714,25353,3323,2517,60960,11301,18768,48278,8869,5869,2884,20296,4569,5433,5151,2212,952,2355,9071,23818,15053,10960,14293,24136,23021,8456,1198,276,15166,553,614,6201,13119,5086,3906,975,1418,741,2611,3090,3876,6577,9857
14,E06000014,York,271945047.1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,2,2,1,1,0,1,2,1,1,5,7,0,4,6,11,11,8,4,4,10,13,10,9,6,3,5,12,7,7,10,14,6,9,15,11,24,22,22,19,27,24,20,50,25,21,25,20,28,35,19,21,22,9,13,31,12,10,21,12,7,4,6,6,8,10,6,4,3,7,5,10,4,2,3,1,4,7,2,1,3,0,1,4,2,2,2,3,2,2,1,6,1,2,3,0,1,1,0,0,1,1,1,0,3,0,1,1,1,1,0,1,0,3,1,1,0,1,1,1,0,0,1,1,0,3,0,0,1,2,3,0,0,0,1,0,1,0,0,2,0,0,2,2,1,3,3,0,0,1,0,1,6,0,0,1,0,7,1,0,2,5,0,2,0,3,5,4,6,8,7,0,5,1,11,11,7,17,7,7,5,17,5,10,15,8,10,17,15,22,17,21,18,22,28,53,34,43,75,85,57,99,82,107,138,124,124,121,99,152,159,136,139,131,93,92,128,109,120,109,70,54,49,77,64,71,64,58,44,54,67,60,55,67,51,40,38,67,73,55,41,58,29,42,52,47,33,29,46,30,2,E06000014,9092.16,143,11.727,140,0.0083,119,0.054,122,26241.63,123,198051,83552,86483,86735,166275,149789,98721,158773,191644,96254,101797,190392,7659,34486,33905,38818,48079,28558,4857,25720.64968,25588.5,179716,7015,2413,1531,417,370,2449,1973,1194,973,117856,5153,59646,15396,179823,807,3480,2982,10959,1113,42917,70571,19699,1522,1888,2486,9879,9811,25224,24335,19856,4897,1833,12304,3183,18983,30800,21224,15569,159,55858,11679,14980,1035,851,30375,55979.90812,98402,67709,23752,6369,1819,18224,29863,48135,27590,53875,21808,38999,22745,5025,10208,53418,30070,22487,57032,12328,4582,8516,20688,14387,4107,3678,1984,485,1662,18720,34941,20531,12727,11608,23716,16331,5032,498,64,6571,310,467,6750,16026,4619,7805,3170,4730,1075,6164,4136,6089,12027,13113
15,E06000015,Derby,78022266.12,,,,,,1,0,0,0,2,2,0,1,1,4,6,3,4,10,3,8,14,17,21,11,8,8,21,20,22,24,30,19,22,18,2,2,20,11,12,12,13,11,6,8,10,12,16,10,9,9,4,28,15,19,15,28,8,12,23,12,13,15,11,11,13,15,14,17,15,20,18,16,15,9,7,12,7,11,16,14,22,9,6,6,13,10,9,5,10,13,13,5,16,17,6,10,10,6,9,10,5,7,21,9,8,10,12,13,10,9,5,4,13,6,5,1,6,5,2,3,6,2,4,2,3,5,3,4,6,2,0,1,2,5,6,3,0,1,0,0,2,0,2,3,1,0,1,0,3,7,5,1,2,0,2,1,2,2,5,3,15,3,0,1,3,2,6,2,3,3,3,5,4,0,5,4,0,3,5,3,2,3,3,3,10,7,6,4,2,20,2,3,14,16,7,9,10,7,16,16,19,11,14,12,18,10,12,10,13,24,25,23,32,23,22,30,16,34,56,51,52,44,43,46,76,47,72,59,55,66,53,148,117,146,142,108,98,113,158,141,172,137,166,108,109,256,183,158,159,194,118,148,216,159,155,150,130,115,83,153,114,113,96,75,44,2,E06000015,18953.77,64,26.323,53,0.1589,42,0.3427,36,31540.94,46,248752,102271,106509,106687,198076,179291,112422,193977,238011,123046,125706,244625,4127,49328,38280,51298,57194,32424,5245,29971.22878,29872,189705,10046,7232,10907,14620,658,1292,3618,7320,3354,131129,32012,68668,16943,214131,1786,2349,7044,23442,6893,52303,84653,22967,1582,3012,4307,12744,12409,31578,24516,28453,8337,859,16865,4416,24580,41182,24904,15762,259,63629,20250,17193,1199,2082,46456,81859.61169,111837,87060,35193,11413,3249,25584,47731,64768,25838,47955,29593,44344,28334,3696,12417,77153,19156,26310,68979,11657,9297,7448,22925,11237,8595,8574,4269,1760,3668,16835,35443,24364,13101,16916,31604,26873,14630,191,104,17788,725,1042,7190,18075,6550,6715,3018,2568,1335,5287,5205,4832,10795,16376
16,E06000016,Leicester,73376544.34,,,,,,,,,,,1,1,1,0,0,2,3,5,6,2,5,7,11,20,5,13,8,11,1,5,27,33,24,26,15,20,26,25,20,32,20,17,24,10,14,15,10,12,18,27,28,19,29,22,37,21,7,36,32,37,42,16,10,18,36,25,55,30,34,18,28,33,39,38,29,43,60,34,34,46,41,52,23,31,21,26,25,33,34,26,21,28,45,68,28,37,28,24,47,59,65,59,76,56,58,62,77,73,68,74,79,67,66,91,91,97,74,71,52,35,80,60,70,57,63,39,79,79,58,61,44,67,59,26,50,39,39,46,35,34,19,32,28,47,42,30,14,17,45,19,39,41,18,28,13,33,27,45,46,37,38,20,36,28,24,32,29,17,11,49,34,18,21,23,8,10,17,11,12,13,20,9,10,15,33,45,30,39,30,25,57,55,57,39,49,41,30,51,57,53,66,75,76,36,66,66,63,51,49,58,36,48,80,90,87,103,64,72,87,102,138,152,109,74,115,144,117,193,133,116,86,102,172,185,211,187,197,159,148,199,191,206,254,186,142,114,309,263,187,238,230,221,229,341,291,316,250,231,198,187,263,247,235,155,161,118,13,E06000016,22857.96,19,30.877,26,0.2031,34,0.3713,30,31842.02,34,329839,123125,126703,127383,260560,242232,137494,252346,315011,162884,166955,321527,8312,68949,64977,68167,69750,31824,5392,34146.60579,32584.5,151153,15483,11580,93335,8067,3642,4245,13181,20585,8568,106872,129342,75280,18345,218996,1933,5909,10018,92983,23523,83494,101754,23144,1999,7200,5791,14618,14346,36951,21599,34472,10408,2914,27189,4258,13390,44880,40290,28757,66,61944,31270,27999,1912,5980,57137,95190.64201,148108,117551,44278,14972,4930,30965,74409,71841,33888,55223,45375,51864,25886,3996,21282,82936,29280,33341,80780,14021,14982,13301,22435,27604,15035,12397,8336,3165,6109,15591,33326,26777,15942,16107,40394,44008,28344,162,101,20584,2024,676,7082,26042,7502,8258,3064,4000,1369,5043,7479,6289,13919,18488
17,E06000017,Rutland,393739393.1,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,1,0,2,0,0,1,0,1,0,1,1,0,1,0,2,1,0,0,1,0,0,1,0,0,5,1,1,1,0,0,0,3,1,1,1,2,1,3,3,3,0,1,1,2,2,3,0,7,1,2,0,0,1,6,1,0,0,1,0,2,0,2,0,2,2,0,1,1,0,2,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,2,1,1,0,0,1,0,0,3,0,0,0,1,2,0,0,0,1,1,0,0,0,2,1,0,1,0,0,0,1,1,2,0,0,1,0,0,1,0,3,2,3,0,3,3,2,0,0,4,9,6,12,2,12,6,4,3,2,9,5,7,2,4,6,7,7,4,3,5,4,5,8,3,1,5,7,5,4,10,9,4,10,12,5,8,7,8,7,7,13,5,5,10,4,5,7,4,4,0,E06000017,6306.8,149,8.381,149,0,130,0,149,15263.23,150,37369,15002,16069,16072,30683,27052,18037,28164,36309,18915,18454,34252,3117,7101,3647,6686,10236,6748,1101,5038.145134,5269.5,35458,843,389,113,38,7,125,82,251,63,25481,540,8728,2620,34972,183,585,261,1368,49,4608,16144,2780,180,298,532,1640,1982,4111,5307,3777,714,1,1806,1070,7466,4382,2894,1215,115,10716,1685,2333,268,72,5788,9860.932578,18828,12718,4532,1008,283,3799,5453,10216,3834,10096,1859,6152,6991,1651,588,12085,3713,3847,10314,3348,643,606,4579,1568,878,463,806,69,245,4046,7736,3669,3575,2072,3546,2963,945,413,18,2003,45,131,1158,2812,538,949,518,387,216,1198,693,2177,2386,1585
18,E06000018,Nottingham,74600645.99,0,0,0,0,1,0,1,0,1,3,0,3,4,1,2,1,5,2,4,7,5,9,5,6,9,16,9,4,7,11,15,16,20,16,15,11,21,23,16,11,13,12,18,16,12,16,24,30,9,24,19,31,45,28,33,8,10,28,15,12,20,27,12,9,17,17,9,6,8,5,2,10,12,13,7,5,4,5,8,12,12,8,8,5,9,11,6,3,10,11,9,5,9,19,1,10,11,6,6,5,7,11,8,7,1,2,9,6,6,4,8,1,1,5,4,3,8,4,2,2,2,2,2,2,2,6,2,0,4,1,0,0,2,0,2,3,3,1,2,1,4,1,2,1,0,2,3,1,5,10,1,3,5,0,5,4,2,5,2,1,2,3,3,5,7,5,4,5,4,6,2,3,9,14,5,1,3,2,9,7,5,3,5,9,8,27,20,9,9,22,19,12,12,10,14,5,9,15,13,14,17,20,19,14,29,14,33,40,44,74,127,163,183,306,473,519,458,595,721,639,720,796,470,389,314,493,408,453,313,230,204,165,301,267,271,235,199,136,166,246,217,199,167,185,135,108,279,162,152,154,152,105,106,145,128,154,111,137,91,79,133,118,117,74,68,58,0,E06000018,24458.51,10,34.891,10,0.3077,13,0.5235,10,31909.18,31,305680,126131,131194,131586,250104,232072,123218,234289,293385,153777,151903,289738,15942,62878,68998,61519,60304,30397,5155,35636.27224,34379,202809,15889,20265,9901,16771,1049,5988,6330,22185,4493,135216,40332,106954,23178,245951,1901,4963,9826,43039,8120,91440,73474,27965,2927,4275,5504,15858,12846,45617,23345,30586,11998,4845,21738,5455,19407,41107,37654,33336,82,57653,37486,29098,1894,3221,55382,106491.9187,141038,103332,41581,15063,4666,26954,63991,68667,46411,54875,55093,50614,20424,4052,29706,64291,25169,27605,72252,13004,14775,14691,21144,37733,10854,13161,6853,2879,5834,16024,33977,23936,14376,16573,34899,36916,21720,197,90,10266,1619,720,7602,21831,6591,9725,4110,2801,1786,5646,7392,5636,13033,18098
19,E06000019,"Herefordshire, County of",2179679359,,,,,,1,0,0,0,0,0,0,1,1,3,0,1,0,0,5,0,3,6,3,0,1,2,4,4,5,9,6,5,5,4,4,11,3,5,5,6,6,9,7,5,3,5,7,11,13,16,13,27,20,31,4,16,33,10,8,9,20,16,13,9,12,14,29,33,2,1,8,11,4,8,21,7,11,6,18,18,19,5,4,8,9,2,5,4,7,5,1,3,4,4,15,4,3,1,7,8,0,1,1,1,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,1,2,0,4,64,0,1,0,15,3,27,1,0,0,0,0,2,9,0,0,0,0,0,1,10,0,0,0,0,3,2,2,0,0,0,0,1,1,3,1,0,3,1,0,3,4,2,1,0,0,1,1,0,1,0,1,1,2,4,2,2,1,5,6,17,5,6,2,2,4,2,4,4,2,1,2,1,2,6,1,5,1,1,5,2,3,1,3,4,4,10,5,9,18,11,8,4,6,6,14,12,9,21,20,13,17,23,36,31,18,18,22,21,30,26,25,20,19,18,9,40,36,37,31,20,33,28,61,67,55,51,53,55,28,44,50,39,40,22,9,0,E06000019,16384.76,88,18.89,97,0.0086,117,0.0687,118,27379.09,115,183477,78319,82549,82676,151962,133442,90237,149286,177688,90302,93175,180595,2882,30758,19112,32849,52562,33692,5324,27813.43373,28968.5,172631,7538,1270,490,80,32,277,560,331,268,124403,2258,41766,15050,171229,566,1912,5060,4710,1981,30508,76422,16712,1007,1588,2518,9997,10534,22540,24447,19093,4274,44,12195,4357,35021,22585,14165,9965,940,53784,10903,12147,1485,851,34364,64719.70049,83874,64494,25517,7441,2151,20676,34845,49128,18235,41779,12826,32556,32937,8436,2629,61954,17218,20345,48094,19151,4353,3171,22149,4845,4636,4600,2098,493,1630,14082,32408,17635,22073,10712,24412,16740,6109,4893,124,11373,253,636,7865,15054,2781,4734,1935,1565,1446,4559,3995,4899,8323,11624
20,E06000020,Telford and Wrekin,290327444.8,,,,,,,1,0,0,0,0,0,0,1,0,1,0,1,2,1,2,0,5,3,3,6,8,6,10,6,6,4,7,7,7,10,3,11,6,2,7,2,3,3,5,7,7,10,18,6,10,9,20,14,4,11,6,9,7,10,9,10,5,6,7,9,19,3,3,7,7,13,11,5,13,9,3,7,5,16,20,6,9,8,4,5,2,6,5,5,5,0,2,3,2,6,1,1,3,2,2,2,2,4,3,3,8,2,2,1,0,2,0,1,0,1,3,2,2,0,1,1,0,3,1,0,0,2,3,0,1,1,0,5,3,1,5,1,3,2,0,1,2,0,2,0,0,0,1,2,2,1,1,2,0,0,0,2,0,2,0,1,6,4,12,2,1,0,2,8,3,4,0,3,1,0,1,1,0,1,0,3,0,1,5,5,6,5,1,2,9,1,2,1,5,1,0,4,4,7,7,9,4,3,8,4,11,2,11,12,19,15,11,5,15,12,14,11,18,18,18,16,32,14,12,45,38,42,43,53,37,32,76,63,62,58,67,40,52,78,68,82,60,71,55,50,107,97,89,93,92,68,76,131,93,125,89,73,50,55,99,77,51,50,58,53,4,E06000020,18583.53,71,24.988,65,0.1667,39,0.2605,60,31750.35,36,166641,66608,68714,68730,132440,122279,78372,130362,159787,82549,84092,164440,2201,33434,21751,34329,43031,21409,2680,20514.25927,20859.5,149825,4590,2983,3076,2243,162,647,863,1779,473,102892,7177,45599,10973,154504,630,1771,3216,6520,1715,30019,61224,17395,1111,1284,2743,9076,7510,16793,18049,20068,5394,182,11516,2122,20945,25001,15534,6973,277,42709,13106,9979,814,916,30995,56002.58811,76439,57198,22609,8023,2372,17944,32612,48199,17199,27713,13748,28700,24160,3139,5170,61707,8356,16530,50567,8588,5806,3456,16798,6213,5923,6001,2397,833,2359,10577,24460,16787,9737,11460,22863,19493,7633,713,82,13240,408,823,4970,13099,3109,3768,3368,2091,977,2767,3568,6444,7292,8535
21,E06000021,Stoke-on-Trent,93409442.35,,,,,,,,,,,,2,0,1,0,0,1,1,1,1,2,2,4,5,5,5,3,4,17,14,3,17,9,11,6,15,5,11,18,11,24,12,10,15,14,16,10,16,14,14,17,21,20,25,24,20,16,22,26,22,45,27,26,21,20,29,38,31,30,8,20,22,35,19,27,20,16,10,13,15,20,13,19,10,16,12,18,29,16,11,14,14,17,16,10,11,13,4,4,5,13,6,9,5,14,5,4,10,9,9,7,5,1,5,11,7,7,5,2,0,2,8,4,8,2,1,6,6,3,10,5,2,1,0,2,2,1,0,3,3,0,0,3,3,2,1,0,0,2,4,3,0,0,2,4,8,9,6,4,5,9,1,7,5,7,6,12,19,6,13,7,14,12,6,1,7,4,11,7,6,6,4,1,9,18,20,14,6,7,7,18,10,15,9,8,13,6,13,18,13,10,16,13,15,12,16,14,17,18,16,24,13,20,21,30,28,7,19,37,47,40,46,52,41,35,52,76,62,76,108,81,53,126,118,107,159,102,101,94,139,125,150,161,168,117,105,209,196,147,175,169,129,184,258,275,203,188,204,151,136,209,219,152,165,124,80,6,E06000021,23797.05,13,34.504,13,0.3208,11,0.5073,11,32056.84,26,249008,107575,111865,111977,200642,182808,108109,197728,238572,123995,125013,246075,2933,47387,37245,49752,61617,34103,4715,33172.88287,33217,215858,4854,4491,2329,10429,1097,1224,3363,3741,1622,151624,18705,62737,15942,228294,571,1735,3080,15328,3314,51934,84264,25081,1608,2351,4497,14307,13686,35357,25809,28731,9048,806,16872,4402,15814,49966,33094,13026,77,64347,25999,15440,1789,1864,56501,108071.2127,104510,86311,38179,15356,4652,27385,67773,67766,23961,31041,33225,47582,26768,2691,10794,81173,13451,24732,67097,11440,9715,6759,26108,10260,8553,13223,4921,1589,3851,9336,27618,22585,14424,17257,35777,42617,14477,140,173,14704,1020,696,8619,21274,7059,5852,2238,2890,1087,3164,5262,4282,8300,15734
